Wall time,Step,Value
1764811578.1214457,0,1.9914438724517822
1764811602.268859,1,1.661678433418274
1764811619.1660972,2,1.5286760330200195
1764811638.788671,3,1.4534542560577393
1764811663.4460375,4,1.3902026414871216
1764811680.3139951,5,1.340753197669983
1764811694.090506,6,1.2892844676971436
1764811716.27682,7,1.251938819885254
1764811741.3168454,8,1.2164875268936157
1764811756.455954,9,1.1802812814712524
1764811774.4424794,10,1.1437795162200928
1764811795.6395154,11,1.1141055822372437
1764811810.5510278,12,1.08437180519104
1764811824.7540538,13,1.0601235628128052
1764811838.7131412,14,1.030727744102478
1764811852.7807229,15,1.0058932304382324
1764811866.6616228,16,0.9856770038604736
1764811880.7908528,17,0.9629961848258972
1764811895.1297011,18,0.9343580603599548
1764811909.0230627,19,0.9133691191673279
1764811923.1195512,20,0.8960883021354675
1764811937.2458544,21,0.8800036311149597
1764811951.1105669,22,0.8605028986930847
1764811965.338765,23,0.8352802991867065
1764811980.0571606,24,0.8221448063850403
1764811994.4935184,25,0.808323085308075
1764812009.034899,26,0.7893650531768799
1764812024.5345507,27,0.7650135159492493
1764812039.045475,28,0.7476716041564941
1764812054.3172138,29,0.7372015714645386
1764812068.7100973,30,0.7221433520317078
1764812082.623102,31,0.7055920362472534
1764812096.1700048,32,0.6908668875694275
1764812110.1567976,33,0.6753736734390259
1764812123.4706233,34,0.6613162159919739
1764812136.9380143,35,0.6509913802146912
1764812151.4525962,36,0.6353104114532471
1764812165.3156874,37,0.619284987449646
1764812179.6287231,38,0.6098938584327698
1764812193.4718497,39,0.591718316078186
1764812207.0871112,40,0.586273193359375
1764812220.4358766,41,0.5726668834686279
1764812234.6859941,42,0.55939120054245
1764812248.626449,43,0.5428600311279297
1764812262.2508423,44,0.5335302948951721
1764812275.7917163,45,0.5237171053886414
1764812289.8688624,46,0.5083730816841125
1764812304.106062,47,0.496753990650177
1764812318.4158032,48,0.4956774413585663
1764812332.3700972,49,0.485652893781662
1764812346.0543358,50,0.4689255654811859
1764812359.9190595,51,0.45817142724990845
1764812373.8695786,52,0.45848017930984497
1764812388.8477173,53,0.440155029296875
1764812403.4015615,54,0.43523108959198
1764812417.5134344,55,0.4275253713130951
1764812432.3915322,56,0.421160489320755
1764812447.0947125,57,0.40687400102615356
1764812461.099716,58,0.40677598118782043
1764812475.2326343,59,0.39026111364364624
1764812489.933397,60,0.38683831691741943
1764812503.778109,61,0.3764561116695404
1764812517.1896951,62,0.3706289231777191
1764812531.028206,63,0.3647768199443817
1764812544.7400715,64,0.3584975600242615
1764812559.6005704,65,0.35284221172332764
1764812574.4361403,66,0.3443030118942261
1764812589.0212297,67,0.34165361523628235
1764812603.5070255,68,0.32647034525871277
1764812617.0624144,69,0.3263763189315796
1764812631.6238477,70,0.31827375292778015
1764812646.3201299,71,0.3178849220275879
1764812660.4123888,72,0.3152061700820923
1764812674.0640736,73,0.3023560047149658
1764812688.0671167,74,0.3006358742713928
1764812701.9719079,75,0.2945167124271393
1764812716.2330103,76,0.291553795337677
1764812730.4708633,77,0.28381186723709106
1764812744.5015557,78,0.2685966491699219
1764812758.977441,79,0.27603211998939514
1764812774.2717133,80,0.2731049954891205
1764812788.8454719,81,0.26773181557655334
1764812803.0913324,82,0.26102837920188904
1764812817.0820036,83,0.2578776776790619
1764812831.527363,84,0.25270557403564453
1764812846.0683515,85,0.25419506430625916
1764812860.0222807,86,0.24817761778831482
1764812873.8450534,87,0.2508998513221741
1764812888.0839195,88,0.24276648461818695
1764812901.7360404,89,0.23802508413791656
1764812915.9398823,90,0.242876797914505
1764812930.2124882,91,0.23805907368659973
1764812946.070535,92,0.22929693758487701
1764812961.5988843,93,0.2198464423418045
1764812976.9606807,94,0.22126014530658722
1764812990.7871463,95,0.21732209622859955
1764813005.025013,96,0.21647977828979492
1764813018.8389375,97,0.2160424143075943
1764813033.0747514,98,0.20801593363285065
1764813046.9301913,99,0.20495249330997467
1764813062.5556493,100,0.1985318660736084
1764813076.5208635,101,0.19932572543621063
1764813089.9614081,102,0.1984969526529312
1764813104.336918,103,0.19937749207019806
1764813118.957203,104,0.19020673632621765
1764813133.263412,105,0.20054462552070618
1764813147.8150623,106,0.19886967539787292
1764813163.3963966,107,0.19039644300937653
1764813177.889422,108,0.18540051579475403
1764813192.4265802,109,0.18330872058868408
1764813207.3626196,110,0.18249917030334473
1764813221.8917608,111,0.1870020478963852
1764813236.4327235,112,0.1785120964050293
1764813250.488138,113,0.17330105602741241
1764813263.9075732,114,0.17486116290092468
1764813277.8508441,115,0.171491801738739
1764813291.7457757,116,0.17746134102344513
1764813305.6789982,117,0.17133232951164246
1764813320.8769336,118,0.17188161611557007
1764813334.8111658,119,0.16395796835422516
1764813349.309015,120,0.16547740995883942
1764813364.0431592,121,0.1603320986032486
1764813377.4818058,122,0.16156217455863953
1764813391.5474086,123,0.16032935678958893
1764813405.4860792,124,0.160257950425148
1764813419.5699775,125,0.15343376994132996
1764813434.1383379,126,0.1580076962709427
1764813448.9093316,127,0.15913261473178864
1764813463.1145658,128,0.15503139793872833
1764813477.6846385,129,0.15797846019268036
1764813492.9801047,130,0.14611832797527313
1764813507.4914567,131,0.1439477503299713
1764813523.221747,132,0.14383506774902344
1764813538.380712,133,0.14966149628162384
1764813555.0900896,134,0.14605700969696045
1764813570.031873,135,0.14667804539203644
1764813584.9049342,136,0.14470455050468445
1764813599.3931577,137,0.14270056784152985
1764813614.303624,138,0.14062418043613434
1764813628.4694211,139,0.1403452605009079
1764813643.1447031,140,0.1395898461341858
1764813657.696535,141,0.1403665691614151
1764813671.7626233,142,0.1416228860616684
1764813686.5607858,143,0.13597601652145386
1764813701.1095443,144,0.13884787261486053
1764813717.7068198,145,0.13540397584438324
1764813732.8873942,146,0.1395936906337738
1764813748.302301,147,0.1318589597940445
1764813763.104087,148,0.1273600310087204
1764813777.9718635,149,0.13219071924686432
1764813793.6633916,150,0.12990231812000275
1764813808.4144144,151,0.13442575931549072
1764813825.200792,152,0.12515759468078613
1764813841.7379754,153,0.1203879565000534
1764813856.806476,154,0.12754341959953308
1764813872.4604416,155,0.1266147345304489
1764813887.5798595,156,0.12744471430778503
1764813902.410356,157,0.12519243359565735
1764813917.1334798,158,0.13245776295661926
1764813932.0352437,159,0.12986771762371063
1764813947.1798244,160,0.12125401943922043
1764813962.7573266,161,0.1230134516954422
1764813977.9326348,162,0.1260642409324646
1764813993.6344054,163,0.11972486972808838
1764814009.0236058,164,0.12507353723049164
1764814024.939243,165,0.11021990329027176
1764814039.6377416,166,0.11172593384981155
1764814054.5388765,167,0.11346348375082016
1764814069.8621175,168,0.11044612526893616
1764814085.5751207,169,0.12533806264400482
1764814100.2062485,170,0.1153402328491211
1764814114.6214063,171,0.11600159108638763
1764814128.7825382,172,0.11954201757907867
1764814143.156901,173,0.1206793338060379
1764814157.579064,174,0.10971538722515106
1764814171.086821,175,0.1092381402850151
1764814184.833138,176,0.10508034378290176
1764814198.7285392,177,0.10563323646783829
1764814213.9231703,178,0.10653454810380936
1764814229.8752282,179,0.10842863470315933
1764814244.3774981,180,0.10702535510063171
1764814260.067545,181,0.11136685311794281
1764814276.191808,182,0.11200578510761261
1764814290.156333,183,0.10848074406385422
1764814305.2006803,184,0.10848779231309891
1764814320.352406,185,0.11777064204216003
1764814335.1854172,186,0.11241448670625687
1764814349.479337,187,0.09810225665569305
1764814365.4643984,188,0.10165831446647644
1764814382.334607,189,0.10352371633052826
1764814397.5174665,190,0.10846439003944397
1764814412.488984,191,0.10489096492528915
1764814427.668863,192,0.1062106266617775
1764814442.710842,193,0.09614098072052002
1764814457.4600532,194,0.09394411742687225
1764814471.0459225,195,0.1004311740398407
1764814485.3457892,196,0.10248978435993195
1764814499.015015,197,0.10132422298192978
1764814512.5999787,198,0.10230565816164017
1764814525.885888,199,0.09479004889726639
