Wall time,Step,Value
1764814541.3325639,0,1.2555781602859497
1764814555.1103866,1,0.6801311373710632
1764814568.931486,2,0.5734463930130005
1764814581.9224834,3,0.5152760744094849
1764814593.9082727,4,0.47478359937667847
1764814605.9578004,5,0.44824060797691345
1764814618.7611885,6,0.42654335498809814
1764814628.49247,7,0.4105623662471771
1764814638.5479631,8,0.39797672629356384
1764814649.2703917,9,0.3876085579395294
1764814659.6882699,10,0.37657713890075684
1764814670.320777,11,0.3637385964393616
1764814680.5480282,12,0.35666903853416443
1764814691.1360557,13,0.3531472086906433
1764814701.3716002,14,0.34624582529067993
1764814711.3990724,15,0.34016215801239014
1764814721.7459564,16,0.3332676887512207
1764814731.3456006,17,0.32794657349586487
1764814741.1427608,18,0.3229639530181885
1764814751.1514485,19,0.3182915151119232
1764814760.9480093,20,0.31394681334495544
1764814770.6106586,21,0.30913710594177246
1764814780.1030767,22,0.3022298216819763
1764814790.757682,23,0.29963919520378113
1764814800.9511132,24,0.2985205054283142
1764814811.1992717,25,0.29381063580513
1764814821.6818187,26,0.2905835509300232
1764814832.1136358,27,0.2892766296863556
1764814843.0470123,28,0.2840909957885742
1764814855.4920106,29,0.28290191292762756
1764814867.4359677,30,0.2802177369594574
1764814879.994936,31,0.2779751121997833
1764814892.3959174,32,0.2727512717247009
1764814905.3837967,33,0.2749089002609253
1764814917.657585,34,0.2707982659339905
1764814931.0341437,35,0.26682260632514954
1764814945.8050077,36,0.26432979106903076
1764814960.2092638,37,0.2647911310195923
1764814974.3837764,38,0.2598712146282196
1764814988.821964,39,0.25990334153175354
1764815004.103459,40,0.2570108473300934
1764815018.4501648,41,0.2545027434825897
1764815032.4152212,42,0.25466468930244446
1764815046.774815,43,0.2478543072938919
1764815060.2793326,44,0.24906447529792786
1764815074.0262506,45,0.24801866710186005
1764815087.4927616,46,0.24414445459842682
1764815101.9367106,47,0.241548553109169
1764815115.9033842,48,0.24265465140342712
1764815130.8356886,49,0.24177142977714539
