Wall time,Step,Value
1764814475.316246,165,0.09789834916591644
1764814492.1763446,166,0.09972583502531052
1764814509.074308,167,0.09939909726381302
1764814525.2503173,168,0.09620149433612823
1764814541.7493145,169,0.10014598071575165
1764814559.844726,170,0.1059265285730362
1764814576.9743948,171,0.09807074815034866
1764814593.235668,172,0.10604078322649002
1764814609.6423342,173,0.09636442363262177
1764814624.923771,174,0.0922858715057373
1764814637.991234,175,0.09525953233242035
1764814652.2170975,176,0.0930473804473877
1764814666.0173814,177,0.09165912866592407
1764814679.7170467,178,0.08879248052835464
1764814693.717561,179,0.09489387273788452
1764814707.125112,180,0.0938548743724823
1764814720.6854236,181,0.08953212201595306
1764814733.941919,182,0.08300851285457611
1764814747.27777,183,0.09036857634782791
1764814760.855198,184,0.09638934582471848
1764814773.57678,185,0.08953981846570969
1764814786.940591,186,0.08472837507724762
1764814800.887079,187,0.08929982036352158
1764814814.3501503,188,0.08302697539329529
1764814828.411731,189,0.08665087819099426
1764814842.6916702,190,0.08837325870990753
1764814859.778235,191,0.08133746683597565
1764814876.87362,192,0.0876985713839531
1764814893.612667,193,0.09366536885499954
1764814910.8422318,194,0.08833486586809158
1764814927.0612204,195,0.09172777831554413
1764814946.5742488,196,0.09790228307247162
1764814965.862522,197,0.0893356204032898
1764814985.0977414,198,0.09261193126440048
1764815004.709184,199,0.08911257237195969
