Wall time,Step,Value
1764818673.8478668,0,1.2396109104156494
1764818683.2893064,1,0.6798550486564636
1764818693.4479294,2,0.5715426206588745
1764818703.3810723,3,0.5216110348701477
1764818713.2858558,4,0.48244041204452515
1764818722.7912767,5,0.4587385356426239
1764818733.0877566,6,0.43260037899017334
1764818742.7165985,7,0.41755935549736023
1764818752.1960843,8,0.4031093120574951
1764818762.4216585,9,0.39252394437789917
1764818772.2929733,10,0.38215646147727966
1764818782.47882,11,0.371707558631897
1764818792.850616,12,0.36365172266960144
1764818803.4006517,13,0.35788872838020325
1764818814.0213046,14,0.34930145740509033
1764818824.9017115,15,0.3415663242340088
1764818837.6580753,16,0.33585500717163086
1764818851.6278498,17,0.3281441032886505
1764818866.3282137,18,0.32447007298469543
1764818881.283175,19,0.3221466541290283
1764818895.5165818,20,0.3138204514980316
1764818910.5692263,21,0.3119630515575409
1764818924.7546396,22,0.30873316526412964
1764818938.5448358,23,0.30541861057281494
1764818953.7471473,24,0.30079299211502075
1764818968.9813013,25,0.2955154478549957
1764818983.5626147,26,0.29197078943252563
1764818998.4597914,27,0.2899598181247711
1764819013.273688,28,0.28685569763183594
1764819028.641481,29,0.28097060322761536
1764819043.1270623,30,0.27980509400367737
1764819057.7842188,31,0.2775677442550659
1764819073.035163,32,0.27492794394493103
1764819088.2202578,33,0.2722565829753876
1764819103.5581307,34,0.270677387714386
1764819118.0453665,35,0.26853853464126587
1764819130.329837,36,0.26505351066589355
1764819146.0583537,37,0.26365819573402405
1764819162.4056659,38,0.2593632638454437
1764819178.3485954,39,0.25687935948371887
1764819194.784616,40,0.25534889101982117
1764819210.870941,41,0.254853755235672
1764819225.2318697,42,0.25268328189849854
1764819239.1950133,43,0.24928177893161774
1764819252.4177632,44,0.24725309014320374
1764819267.968338,45,0.24659201502799988
1764819284.3916144,46,0.2440970093011856
1764819300.432488,47,0.24028895795345306
1764819316.450779,48,0.2393905222415924
1764819331.0980217,49,0.2367575317621231
